Rnk Team                           W-  L     RATE      SOS
1514 St Thomas NB                   7-  6   39.437   38.403 (1542)
1515 Memorial                       0- 14   39.416   46.136 (1332)
1516 Franciscan                     0- 18   39.404   45.790 (1361)
1517 Crown TN                       1-  5   39.366   42.924 (1504)
1518 Wright St-Lake                 0-  4   39.225   45.987 (1350)
1519 Mount Allison                  7-  5   39.163   37.118 (1551)
1520 Principia                      0- 15   39.134   45.894 (1355)
1521 Southern Vermont               0- 16   39.033   45.674 (1379)
1522 Appalachian Bible              1-  1   38.881   39.119 (1536)
1523 Cambrian                       1- 14   38.770   44.754 (1439)
1524 Vaughn                         1-  6   38.400   43.323 (1494)
1525 Maine-Augusta                  5-  9   38.203   40.224 (1528)
1526 Pratt Institute                2-  2   37.994   37.333 (1550)
1527 Penn St-Lehigh Valley          0- 13   37.950   44.755 (1438)
1528 AFLBS                          0-  2   37.879   43.707 (1483)
1529 Providence MB                  3-  8   37.819   40.626 (1525)
1530 Davis College                  1-  3   37.796   40.314 (1527)
1531 King's NY                      1-  6   37.637   43.891 (1479)
1532 Illinois Tech                  1- 10   37.273   45.067 (1419)
1533 Calvary Bible                  2-  5   37.198   40.223 (1529)
1534 SUNY-ESF                       0-  3   37.197   45.690 (1373)
1535 Penn St-New Kensington         0-  8   36.683   43.238 (1498)
1536 Logan Chiropractic             0-  1   36.610   41.488 (1517)
1537 Paul Smith's                   1-  7   36.087   40.859 (1524)
1538 Nashua CC                      1-  2   35.721   37.574 (1548)
1539 U of King's Coll               3-  9   35.335   38.009 (1546)
1540 Neb Coll of Tech Agr           0-  4   35.181   44.727 (1441)
1541 Christendom                    1-  6   35.000   41.279 (1520)
1542 Patrick Henry                  0-  3   34.457   44.080 (1472)
1543 Unity                          0-  5   33.830   39.727 (1532)
1544 Cooper Union                   0-  2   33.666   41.232 (1521)
1545 St Louis Christian             0-  6   33.566   42.537 (1509)
1546 Sarah Lawrence                 2-  8   33.416   39.345 (1535)
1547 Northern Maine CC              0-  3   32.771   39.676 (1533)
1548 UNB-Saint John                 3-  7   32.577   36.119 (1554)
1549 Washington Bible               0-  3   32.067   38.204 (1544)
1550 College of Faith               0-  2   31.937   43.351 (1493)
1551 Oak Hills Christian            0-  3   31.928   40.136 (1530)
1552 Hampshire                      0-  3   30.500   39.114 (1537)
1553 Dalhousie Ag                   0- 13   29.479   37.996 (1547)
1554 Webb Institute                 0-  4   25.746   36.227 (1553)
