Rnk Team                           W-  L     RATE      SOS
1028 Westminster MO                10-  7   47.389   46.628 (1236)
1029 Rust                          10-  7   47.385   46.527 (1246)
1030 Kalamazoo                      6-  9   47.374   48.402 (911)
1031 Marywood                       6-  5   47.357   46.969 (1182)
1032 Roanoke                        7-  8   47.356   47.442 (1107)
1033 Roberts Wesleyan               7- 10   47.343   47.999 (997)
1034 Texas Lutheran                 6-  8   47.336   48.184 (962)
1035 Western ON                     8-  9   47.314   48.034 (989)
1036 Northwest Christian            7- 14   47.310   49.181 (750)
1037 Chestnut Hill                  2-  9   47.273   50.571 (532)
1038 Brockport St                   6-  6   47.270   47.393 (1114)
1039 Mississippi College            6-  9   47.269   48.232 (955)
1040 Goshen                         7- 13   47.268   48.833 (826)
1041 UC-Santa Cruz                  6- 11   47.259   48.875 (815)
1042 Regis MA                       9-  6   47.254   46.293 (1279)
1043 LeMoyne-Owen                   3- 10   47.248   50.120 (588)
1044 Regina                         8-  9   47.234   47.780 (1040)
1045 Harris-Stowe St                7- 14   47.230   49.339 (718)
1046 Salem St                       6-  6   47.228   47.168 (1157)
1047 Dickinson                      7-  8   47.219   47.502 (1092)
1048 UMass-Dartmouth                6-  9   47.217   48.292 (941)
1049 Tufts                          6-  8   47.194   47.899 (1019)
1050 Simon Fraser                   2- 10   47.184   50.770 (506)
1051 Central IA                     7-  7   47.178   47.130 (1161)
1052 Truett-McConnell               7-  9   47.175   47.963 (1003)
1053 Susquehanna                    7-  9   47.164   47.794 (1036)
1054 Bethany Lutheran               6-  8   47.157   47.818 (1032)
1055 Valor Christian                6-  1   47.150   43.086 (1455)
1056 Hastings                       7- 12   47.143   48.478 (894)
1057 Austin                         8-  8   47.125   47.055 (1172)
1058 Dominican IL                   6-  8   47.121   47.817 (1033)
1059 Southern Vermont              10-  5   47.107   45.323 (1359)
1060 Wartburg                       6-  9   47.101   48.329 (928)
1061 Andrews                        9-  4   47.098   45.018 (1376)
1062 New England Coll              12-  2   47.082   42.615 (1474)
1063 Montana Tech                   4- 16   47.081   50.229 (577)
1064 Franklin                       4- 11   47.081   49.629 (664)
1065 Albertus Magnus                7-  5   47.078   46.004 (1314)
1066 King's PA                      8-  6   47.076   46.108 (1300)
1067 Apprentice                     7-  7   47.055   46.922 (1194)
1068 Cornell IA                     6- 10   47.047   48.390 (917)
1069 California Maritime            7- 15   47.032   49.165 (756)
1070 Denison                        5- 11   47.031   49.117 (763)
1071 Central Methodist              6- 12   47.017   48.659 (856)
1072 Occidental                     4-  9   47.016   49.680 (654)
1073 UPR-Rio Piedras                0-  6   46.979   52.649 (350)
1074 UPR-Bayamón                    0-  5   46.979   52.932 (339)
1075 Bloomsburg                     5-  9   46.971   48.281 (945)
1076 Great Falls                    7- 13   46.965   48.391 (915)
1077 Maryville MO                   3- 12   46.965   50.881 (492)
1078 Paine                          5-  8   46.964   48.302 (937)
1079 McDaniel                       8-  7   46.963   46.361 (1270)
1080 Bridgewater VA                 6- 10   46.960   48.410 (910)
1081 William Penn                   9- 10   46.945   47.047 (1174)
1082 Notre Dame OH                  7- 10   46.940   47.624 (1076)
1083 Bluefield St WV                1- 13   46.931   52.057 (386)
1084 Sul Ross St                    6- 10   46.927   48.277 (946)
1085 Babson                         7-  8   46.926   47.251 (1143)
1086 Voorhees                       5-  9   46.922   48.393 (914)
1087 Cincinnati-Clermont            9-  7   46.920   46.491 (1253)
1088 Lees-McRae                     3-  9   46.878   49.393 (708)
1089 George Fox                     4- 12   46.867   49.772 (630)
1090 Beloit                         4-  9   46.860   48.740 (845)
1091 Johnson & Wales RI             7-  5   46.845   45.872 (1324)
1092 Missouri Baptist               6- 13   46.834   48.993 (792)
1093 Allen                          5-  8   46.826   47.904 (1017)
1094 Concordia OR                   6- 13   46.804   48.735 (846)
1095 Milligan                       7- 14   46.803   48.812 (829)
1096 Wentworth Tech                 8-  6   46.771   45.786 (1328)
1097 Farmingdale                    8-  7   46.764   46.469 (1255)
1098 Midland Lutheran               5- 16   46.741   49.696 (645)
1099 Mt St Mary NY                 10-  5   46.713   44.589 (1399)
1100 Purdue Calumet                 7- 13   46.707   48.210 (959)
1101 Schreiner                      6-  8   46.701   47.258 (1139)
1102 Willamette                     4- 11   46.693   49.286 (732)
1103 Muskingum                      6- 10   46.688   48.027 (990)
1104 Castleton St                   6-  6   46.681   46.898 (1198)
1105 UQAM                           6-  9   46.681   47.646 (1071)
1106 RIT                            7-  8   46.676   46.963 (1184)
1107 Connecticut College            7-  7   46.644   46.621 (1237)
1108 Texas-Tyler                    5- 10   46.643   48.574 (875)
1109 Montreat                       6- 14   46.599   48.920 (807)
1110 Brock                          6-  6   46.594   46.448 (1257)
1111 Bethel MN                      4-  9   46.581   48.629 (863)
1112 SE Oklahoma St                 1- 16   46.578   51.925 (400)
1113 Methodist                      6- 10   46.556   47.933 (1009)
1114 NYIT                           6-  8   46.544   47.347 (1125)
1115 Blue Mountain                  6- 12   46.512   48.325 (931)
1116 Hunter                         7-  8   46.495   46.730 (1222)
1117 Calgary                        5- 13   46.485   49.242 (741)
1118 Central Bible                  6- 13   46.470   48.830 (828)
1119 Colby                          8-  7   46.454   46.041 (1311)
1120 McPherson                      8- 12   46.440   47.372 (1115)
1121 Merchant Marine                7-  8   46.423   46.602 (1241)
1122 Southwestern KS               11-  8   46.409   44.984 (1379)
1123 Allegheny                      5- 11   46.397   48.575 (874)
1124 U of the Ozarks                7-  9   46.395   46.928 (1193)
1125 Marygrove                      6- 15   46.386   49.168 (755)
1126 Medaille                       9-  6   46.374   45.350 (1356)
1127 Reinhardt                      5- 15   46.365   49.087 (772)
1128 Mount Royal                    9-  3   46.339   43.329 (1448)
1129 Rivier                         7-  5   46.330   45.370 (1354)
1130 New Jersey City                6-  6   46.322   45.636 (1338)
1131 Kenyon                         7-  9   46.317   46.872 (1201)
1132 Anna Maria                     8-  7   46.290   46.101 (1302)
1133 Colby-Sawyer                   7-  7   46.289   46.366 (1268)
1134 Ryerson                        6-  9   46.267   47.453 (1105)
1135 Emerson                        6-  6   46.261   46.326 (1273)
1136 IU South Bend                  6- 12   46.259   47.949 (1007)
1137 Lakeland AB                    9-  3   46.229   43.021 (1457)
1138 Brescia                        5- 15   46.218   49.583 (671)
1139 Victory                        6- 11   46.202   47.852 (1025)
1140 Hartwick                       7-  6   46.194   45.576 (1345)
1141 Spalding                       7-  7   46.183   46.273 (1282)
1142 Rockford                       6-  8   46.180   46.945 (1188)
1143 Waldorf                        6- 10   46.166   47.687 (1059)
1144 Trinity Christian              9- 12   46.160   46.423 (1260)
1145 Rio Grande                     5- 14   46.159   48.746 (842)
1146 Nebraska Wesleyan              5- 11   46.142   48.210 (960)
1147 Caldwell                       3-  9   46.139   48.872 (817)
1148 York ON                        6-  8   46.119   46.803 (1210)
1149 Oneonta St                     5-  9   46.102   47.486 (1099)
1150 Kansas Wesleyan                6- 13   46.098   48.179 (963)
1151 Kentucky Christian             5-  6   46.087   46.762 (1219)
1152 Minn-Morris                    5-  8   46.080   47.369 (1117)
1153 Wheaton MA                     6-  8   46.074   46.768 (1218)
1154 Madonna                        4- 15   46.071   48.927 (806)
1155 Rowan                          6-  9   46.062   46.943 (1189)
1156 Peru St                        5- 12   46.056   48.565 (877)
1157 Macalester                     1- 12   46.030   50.878 (493)
1158 Monmouth IL                    3- 10   46.028   49.100 (768)
1159 Laurentian                     6-  7   46.007   46.312 (1276)
1160 Dowling                        3- 11   45.997   49.261 (738)
1161 Lyon                           6- 12   45.990   48.250 (950)
1162 Penn St-Wilkes-Barre           7-  4   45.988   44.725 (1391)
1163 Salve Regina                   7-  8   45.966   46.322 (1274)
1164 Edward Waters                  5- 13   45.961   48.752 (840)
1165 Medgar Evers                   6-  9   45.959   46.995 (1178)
1166 Lane                           2-  8   45.954   49.343 (717)
1167 SW Christian                   4- 13   45.951   49.042 (784)
1168 Huntingdon AL                  5- 10   45.950   47.856 (1024)
1169 Ottawa ON                      5-  7   45.908   46.328 (1272)
1170 Coast Guard                    7-  7   45.894   45.919 (1320)
1171 Cincinnati Christian U.        5- 12   45.881   48.068 (982)
1172 North Georgia                  3-  9   45.852   48.528 (886)
1173 La Sierra                      3- 12   45.832   49.469 (691)
1174 Baker                          6- 13   45.832   47.903 (1018)
1175 Southwestern AZ                7- 13   45.830   48.140 (971)
1176 Shenandoah                     3- 12   45.829   49.339 (719)
1177 Sheridan                       9-  3   45.829   42.802 (1465)
1178 St Mary's NS                   4-  7   45.819   47.219 (1146)
1179 Mt St Joseph                   3- 13   45.816   49.556 (674)
1180 Endicott                      10-  5   45.806   43.876 (1434)
1181 Friends                        5- 14   45.798   48.162 (968)
1182 William Woods                  8- 12   45.792   46.967 (1183)
1183 UBC-Okanagan                   6-  3   45.791   43.542 (1442)
1184 Millsaps                       7-  9   45.784   46.783 (1214)
1185 Plymouth St                    6-  8   45.782   46.615 (1238)
1186 Greenville                     8-  5   45.746   44.445 (1413)
1187 Miles                          4-  6   45.730   47.008 (1177)
1188 Lehman                         9-  7   45.719   44.897 (1385)
1189 Hannibal-LaGrange              5- 14   45.690   48.616 (867)
1190 Pacific OR                     3- 13   45.647   48.805 (830)
1191 Alma                           5-  9   45.642   47.628 (1075)
1192 Bethel KS                      6- 13   45.639   47.686 (1060)
1193 Piedmont GA                    7- 10   45.586   46.854 (1205)
1194 Virginia St                    1- 13   45.551   50.425 (550)
1195 Northern New Mexico            2- 16   45.550   50.536 (537)
1196 Brooklyn                       7-  7   45.546   45.403 (1351)
1197 Dallas Christian               2- 18   45.538   50.289 (570)
1198 Clarkson                       8-  5   45.521   44.062 (1426)
1199 Drew                           6-  9   45.520   46.497 (1251)
1200 Swarthmore                     5- 10   45.510   47.354 (1121)
1201 Carver Bible                   0- 16   45.501   51.218 (460)
1202 Emory & Henry                  3- 13   45.475   49.163 (757)
1203 Clark MA                       6- 10   45.459   46.728 (1223)
1204 Bethany KS                     7- 14   45.456   47.254 (1141)
1205 Winnipeg                       4- 17   45.450   49.244 (740)
1206 Atlanta Christian              5- 10   45.439   47.278 (1136)
1207 Robt Morris-Springfield        9-  6   45.433   44.715 (1393)
1208 Stevenson                      5- 11   45.431   47.500 (1094)
1209 Wash & Jeff                    6- 10   45.421   46.685 (1230)
1210 Lethbridge U.                  5- 17   45.421   48.596 (870)
1211 Pacific Union                  4- 11   45.420   48.640 (862)
1212 Florida Christian              5-  6   45.409   46.209 (1290)
1213 Morris SC                      1-  8   45.408   49.731 (637)
1214 Sewanee                        6-  8   45.324   45.966 (1315)
1215 Erskine                        1-  9   45.312   50.399 (554)
1216 Washington MD                  4- 11   45.301   47.675 (1063)
1217 St Scholastica                 4-  9   45.301   47.749 (1046)
1218 West Coast Baptist             5-  9   45.298   46.775 (1216)
1219 Ohio St-Lima                   2-  6   45.266   48.220 (957)
1220 Ursinus                        5- 10   45.264   46.774 (1217)
1221 Oakland City                   7-  9   45.258   46.353 (1271)
1222 Lock Haven                     1- 12   45.240   50.970 (484)
1223 Chowan                         1- 11   45.232   49.616 (665)
1224 Miami-Hamilton                 8-  5   45.230   43.761 (1440)
1225 Virginia Intermont             5- 15   45.207   48.150 (969)
1226 UMass-Boston                   6-  9   45.180   46.369 (1266)
1227 Grove City                     4- 11   45.171   47.654 (1068)
1228 Immaculata                     3-  8   45.169   47.710 (1051)
1229 Ohio U-Zanesville              1-  1   45.168   45.047 (1373)
1230 Central Baptist                5- 11   45.134   47.675 (1064)
1231 Norwich                        5-  7   45.119   45.784 (1329)
1232 Vermont Tech                  15-  1   45.111   39.865 (1514)
1233 Waterloo                       5-  8   45.110   46.233 (1289)
1234 St Lawrence NY                 5-  7   45.109   45.952 (1317)
1235 Concordia AL                   2- 14   45.105   49.397 (707)
1236 St Lawrence ON                 8-  3   45.091   42.435 (1478)
1237 MacMurray                      4- 10   45.077   47.638 (1072)
1238 Framingham St                  5-  8   45.077   46.519 (1249)
1239 Central Penn                   3-  8   45.071   47.998 (998)
1240 Alfred                         7-  7   45.061   45.007 (1378)
1241 Lindenwood-Belleville          4- 13   45.043   47.915 (1015)
1242 Lincoln PA                     1- 10   45.039   49.699 (644)
1243 Cortland St                    4-  9   45.032   46.916 (1196)
1244 Wilberforce                    2- 14   45.016   49.447 (697)
1245 Daniel Webster                 7-  5   45.005   44.009 (1428)
1246 Viterbo                        3- 16   44.980   48.747 (841)
1247 Johnson & Wales FL             5- 13   44.979   47.697 (1057)
1248 Ottawa KS                      5- 15   44.978   47.801 (1035)
1249 Howard Payne                   4- 12   44.949   47.925 (1012)
1250 Johns Hopkins                  4- 11   44.938   47.662 (1067)
1251 Thomas ME                      6-  7   44.931   44.943 (1383)
1252 Langara                        5-  5   44.925   45.047 (1374)
1253 Niagara ON                     7-  4   44.890   43.103 (1454)
1254 Mohawk                         8-  3   44.884   42.007 (1486)
1255 Penn St-Beaver                 4-  6   44.873   46.160 (1293)
1256 Nyack                          2- 11   44.870   48.905 (809)
1257 Langston                       1- 12   44.862   49.584 (670)
1258 Roosevelt                      4- 14   44.852   47.988 (1000)
1259 Philander Smith                3- 16   44.850   48.858 (821)
1260 North Central MN               6-  9   44.850   45.906 (1322)
1261 Brandon                        4- 13   44.843   47.652 (1070)
1262 St Thomas Aquinas              3- 11   44.813   47.926 (1011)
1263 Lancaster Bible                6-  9   44.805   46.056 (1308)
1264 Portland Bible                 4- 10   44.802   47.532 (1090)
1265 UNB                            4-  5   44.796   45.388 (1352)
1266 Arcadia                        4- 10   44.768   47.266 (1137)
1267 SUNY-Cobleskill                6-  7   44.739   45.056 (1372)
1268 Averett                        2- 15   44.732   49.040 (785)
1269 Brewton-Parker                 1- 12   44.731   49.655 (660)
1270 Durham                         7-  3   44.726   42.602 (1475)
1271 Rhodes                         4- 11   44.717   47.250 (1144)
1272 Old Westbury                   5-  9   44.709   45.924 (1319)
1273 Caltech                        4- 10   44.707   47.113 (1165)
1274 Mt St-Vincent NS              12-  0   44.696   37.012 (1534)
1275 Potsdam St                     4- 10   44.691   46.952 (1186)
1276 Fanshawe                       6-  3   44.687   42.670 (1471)
1277 Williams Baptist               7-  8   44.686   45.023 (1375)
1278 Haskell                        4- 16   44.661   48.111 (976)
1279 Pitt-Bradford                  5- 10   44.657   46.368 (1267)
1280 Maranatha Baptist              4-  8   44.657   46.574 (1243)
1281 Guelph                         4-  8   44.625   46.538 (1244)
1282 FDU-Florham                    3- 11   44.619   47.500 (1093)
1283 York NY                        3- 12   44.594   47.793 (1037)
1284 Fredonia St                    4-  7   44.593   46.158 (1294)
1285 Maine-Farmington               5-  8   44.589   45.454 (1350)
1286 Camosun                        5-  4   44.585   43.894 (1433)
1287 Maryland Bible                 1-  4   44.582   49.161 (758)
1288 Hillsdale Free Will            6- 11   44.560   46.731 (1221)
1289 UPEI                           2-  8   44.559   47.776 (1042)
1290 Penn St-Harrisburg             7-  8   44.547   45.132 (1366)
1291 Lasell                         3-  9   44.494   47.413 (1112)
1292 Maine-Fort Kent               11-  6   44.493   42.703 (1468)
1293 Emmanuel MA                    4-  8   44.487   46.434 (1259)
1294 New Hope Christian             2-  4   44.453   46.711 (1226)
1295 Waynesburg                     5- 11   44.452   46.709 (1227)
1296 Southwestern TX                4- 12   44.440   47.256 (1140)
1297 Gallaudet                      9-  6   44.430   43.202 (1453)
1298 Wisconsin Lutheran             2- 11   44.405   48.438 (903)
1299 Silver Lake                    3- 12   44.374   47.982 (1001)
1300 Marian WI                      2- 13   44.362   48.351 (924)
1301 Rosemont                       5-  8   44.361   45.879 (1323)
1302 Logan Chiropractic             2-  2   44.354   44.339 (1417)
1303 Gordon                         5-  9   44.328   46.296 (1278)
1304 Earlham                        2- 13   44.325   48.756 (839)
1305 Sage                           6-  8   44.313   45.016 (1377)
1306 Houghton                       5- 12   44.307   46.692 (1229)
1307 IU Northwest                   3- 19   44.288   48.841 (824)
1308 Fleming                        6-  4   44.270   43.276 (1450)
1309 Morehouse                      1-  7   44.263   48.263 (948)
1310 Douglas                        4-  6   44.254   45.383 (1353)
1311 Winnipeg Coll                  5-  0   44.219   38.429 (1525)
1312 Huston-Tillotson               0- 17   44.216   49.682 (651)
1313 Finlandia                      4- 13   44.195   47.416 (1110)
1314 Westminster PA                 3- 13   44.189   47.485 (1100)
1315 Walla Walla                    1- 21   44.185   50.111 (590)
1316 SUNYIT                         6-  7   44.180   44.583 (1401)
1317 Covenant                       2- 13   44.121   48.288 (943)
1318 Pacifica                       1-  8   44.088   49.007 (790)
1319 Purdue North Central           4- 17   44.064   47.829 (1031)
1320 Thompson Rivers                3- 15   44.060   47.757 (1045)
1321 Wheelock                       5-  8   44.030   45.275 (1362)
1322 Baptist Bible PA               5-  6   44.025   44.587 (1400)
1323 Penn Tech                      4-  6   44.021   45.316 (1360)
1324 Young Harris                   2-  9   44.011   47.351 (1122)
1325 Hiwassee                       2- 18   43.982   49.487 (686)
1326 Bethany CA                     0- 17   43.981   50.489 (543)
1327 Suffolk                        5-  8   43.972   45.355 (1355)
1328 Centenary NJ                   3- 10   43.970   46.845 (1207)
1329 Holy Cross IN                  2- 18   43.962   48.675 (853)
1330 Ohio U-Lancaster               2-  4   43.957   45.849 (1325)
1331 Memorial                       3- 11   43.937   47.350 (1124)
1332 Ecclesia                       3- 13   43.923   47.895 (1020)
1333 LaGrange                       2- 15   43.907   48.649 (857)
1334 Ohio U-Chillicothe             1-  3   43.896   47.012 (1176)
1335 John Jay                       7-  9   43.851   44.541 (1406)
1336 Fisk                           3- 14   43.843   47.675 (1065)
1337 Marymount                      3- 13   43.838   47.327 (1128)
1338 Florida College                4- 10   43.820   46.124 (1299)
1339 Alice Lloyd                    4- 14   43.812   46.778 (1215)
1340 Goucher                        3-  8   43.781   46.253 (1286)
1341 UPR-Mayagüez                   0-  4   43.750   50.164 (585)
1342 Hendrix                        4- 12   43.748   46.527 (1247)
1343 St Joseph VT                   7- 10   43.733   44.971 (1381)
1344 Curry                          4- 10   43.700   46.035 (1312)
1345 Shepherd Film                  0-  5   43.672   49.807 (628)
1346 Penn St-Schuylkill             4-  6   43.639   45.113 (1367)
1347 Berkeley-NYC                   6-  5   43.587   41.895 (1488)
1348 Culver-Stockton                1- 17   43.569   48.797 (831)
1349 Bishop's                       0- 10   43.569   49.732 (636)
1350 Westfield St                   5- 11   43.564   45.797 (1327)
1351 Grant MacEwan                  7-  5   43.557   42.600 (1476)
1352 Northland College              3- 10   43.551   47.290 (1132)
1353 East-West                      2- 22   43.539   48.769 (836)
1354 Lincoln Christian              9-  4   43.520   41.096 (1495)
1355 Newbury                        3- 11   43.507   46.666 (1233)
1356 Lyndon St                      3- 11   43.474   46.950 (1187)
1357 Fontbonne                      3- 12   43.406   47.605 (1078)
1358 SUNY-Maritime                  5-  9   43.375   45.090 (1369)
1359 Presentation                   3- 10   43.367   46.361 (1269)
1360 Concordia AB                   6-  9   43.323   44.632 (1396)
1361 Pensacola Christian            2- 10   43.322   46.918 (1195)
1362 Seneca                         8-  6   43.301   42.670 (1472)
1363 SAIT                           6-  6   43.264   43.256 (1451)
1364 Knox                           1- 13   43.248   48.016 (993)
1365 Millikin                       1- 14   43.248   48.946 (800)
1366 Penn St-Altoona                4- 10   43.219   45.938 (1318)
1367 Hilbert                        6-  9   43.175   44.353 (1416)
1368 Red Deer                       6-  6   43.173   42.974 (1458)
1369 Eastern Nazarene               5-  9   43.172   44.621 (1397)
1370 Briercrest                     7- 11   43.120   44.456 (1412)
1371 Penn St-Berks                  5-  9   43.091   45.088 (1370)
1372 Vanier                         7-  2   43.080   40.026 (1512)
1373 Pitt-Greensburg                6-  9   43.054   44.186 (1423)
1374 Queen's ON                     2- 11   43.042   46.796 (1212)
1375 Ohio U-Eastern                 1-  9   43.026   49.077 (777)
1376 Baptist Bible MO               4- 11   43.024   46.098 (1303)
1377 New Jersey                     3- 12   42.944   46.416 (1261)
1378 Rutgers-Camden                 2- 12   42.912   47.166 (1158)
1379 Barclay                        1-  5   42.850   48.167 (966)
1380 Simpson CA                     1- 19   42.850   48.439 (902)
1381 Crown MN                       1- 10   42.844   48.038 (988)
1382 Ohio St-Marion                 4- 11   42.812   46.151 (1295)
1383 Faith Baptist Bible            7- 10   42.785   44.015 (1427)
1384 Clearwater Christian           3-  9   42.782   45.764 (1333)
1385 Worcester St                   3- 12   42.772   45.958 (1316)
1386 Algoma                         4-  5   42.760   42.884 (1462)
1387 Multnomah U.                   3- 11   42.754   46.936 (1190)
1388 D'Youville                     4- 11   42.698   45.583 (1343)
1389 Northland Int'l                3-  9   42.663   45.752 (1334)
1390 Fisher                         5- 12   42.659   44.761 (1389)
1391 Wells                          5-  9   42.652   43.965 (1430)
1392 Mercy                          0- 14   42.652   48.533 (884)
1393 Nichols                        3- 10   42.641   45.609 (1340)
1394 Fitchburg St                   3- 10   42.633   45.779 (1330)
1395 Ohio St-Newark                 0-  5   42.591   49.766 (631)
1396 Penn St-York                   3-  6   42.587   44.764 (1388)
1397 Principia                      4-  8   42.551   44.498 (1410)
1398 Rhema Bible                    3- 14   42.489   46.928 (1192)
1399 Maine Maritime                 6-  6   42.487   42.620 (1473)
1400 Lesley                         3- 11   42.483   46.077 (1304)
1401 Cincinnati Chr Coll            0- 11   42.480   49.535 (676)
1402 Vassar                         3- 11   42.469   46.272 (1283)
1403 Great Lakes Christian          4- 10   42.467   45.076 (1371)
1404 Temple Baptist                 2- 14   42.465   47.346 (1126)
1405 Barber-Scotia                  1-  5   42.450   46.381 (1265)
1406 Mount Ida                      4- 10   42.418   44.721 (1392)
1407 U of New England               2- 13   42.409   46.860 (1204)
1408 Elmira                         1- 14   42.379   47.549 (1087)
1409 Trinity FL                     1- 17   42.345   48.219 (958)
1410 Red River                      5-  1   42.272   38.497 (1524)
1411 Medicine Hat                   7-  7   42.234   42.324 (1480)
1412 Dallas                         2- 13   42.140   46.492 (1252)
1413 Crowley's Ridge                5- 10   42.096   44.530 (1407)
1414 Dawson                         6-  3   42.057   40.253 (1507)
1415 Penn St-DuBois                 3-  7   42.054   44.554 (1403)
1416 Clark St CC                    2-  5   41.973   44.490 (1411)
1417 Warren Wilson                  3- 12   41.957   46.131 (1298)
1418 George Brown                   5-  8   41.928   42.942 (1459)
1419 Paul Smith's                   1-  5   41.894   46.249 (1287)
1420 Johnson St                     3-  8   41.866   44.925 (1384)
1421 St Cloud Tech                  1-  0   41.834   35.677 (1538)
1422 Manhattan Christian            3- 10   41.803   45.721 (1335)
1423 CCNY                           2- 13   41.782   46.072 (1305)
1424 Lambton                        4- 10   41.780   44.206 (1420)
1425 Morrisville St                 4-  9   41.772   43.810 (1439)
1426 Col. de Sainte-Foy             6-  4   41.745   40.714 (1502)
1427 LeTourneau                     1- 13   41.727   46.846 (1206)
1428 Penn St-Fayette                1- 12   41.712   46.929 (1191)
1429 Oberlin                        1- 15   41.697   47.171 (1156)
1430 Southern St OH                 3-  8   41.686   44.203 (1422)
1431 Southern Maine CC              7-  4   41.684   39.648 (1516)
1432 NYC Tech                       1- 12   41.665   46.527 (1245)
1433 Loyalist                       5-  6   41.661   42.541 (1477)
1434 Toccoa Falls                   3-  7   41.642   44.705 (1394)
1435 Col. Montmorency               6-  3   41.606   39.687 (1515)
1436 Crossroads MN                  2-  5   41.575   44.512 (1408)
1437 Mount Aloysius                 3- 10   41.571   44.507 (1409)
1438 Penn St-New Kensington         3-  6   41.542   44.664 (1395)
1439 Trinity Bible                  4-  5   41.506   42.316 (1481)
1440 Holland                        8-  3   41.359   38.267 (1529)
1441 Cazenovia                      3- 11   41.335   44.781 (1386)
1442 American Sports U.             0-  6   41.334   47.974 (1002)
1443 Ozark Christian                1-  9   41.323   47.096 (1166)
1444 Quest                          1- 10   41.305   46.736 (1220)
1445 Yeshiva                        2- 11   41.264   45.339 (1358)
1446 Johnson & Wales NC             0- 18   41.235   49.553 (675)
1447 Georgian                       4-  8   41.126   43.053 (1456)
1448 Franciscan                     2- 11   40.989   44.979 (1380)
1449 Martin Luther                  0- 11   40.986   46.979 (1180)
1450 New Hampshire Tech             8-  3   40.972   37.811 (1532)
1451 Champlain St-Lambert           5-  4   40.955   40.227 (1508)
1452 Centennial                     4-  8   40.880   42.720 (1467)
1453 Grace NE                       1- 12   40.827   47.254 (1142)
1454 Western New England            0- 13   40.815   46.610 (1239)
1455 Blackburn                      1- 13   40.775   45.680 (1336)
1456 Mitchell                       1- 13   40.680   45.481 (1348)
1457 Moody Bible                    2-  8   40.598   43.989 (1429)
1458 Penn St-Mont Alto              1-  6   40.577   44.556 (1402)
1459 Crown TN                       4-  6   40.518   41.771 (1489)
1460 Penn St-Brandywine             2- 10   40.517   44.444 (1414)
1461 Knoxville                      0-  5   40.505   49.054 (782)
1462 Keyano                         3-  9   40.494   43.513 (1445)
1463 Kwantlen                       2-  9   40.486   43.930 (1432)
1464 Eureka                         0- 14   40.467   46.870 (1202)
1465 St Joseph's-Brooklyn           3- 12   40.447   44.278 (1418)
1466 St Clair                       2- 10   40.427   44.205 (1421)
1467 Arlington Baptist              0- 10   40.415   48.463 (897)
1468 Concordia-St Louis             1-  5   40.298   46.270 (1284)
1469 Albany Pharmacy                2-  5   40.285   42.695 (1470)
1470 Wright St-Lake                 0-  5   40.265   46.724 (1224)
1471 Berkeley-Garret Mtn            1-  8   40.248   45.547 (1347)
1472 Penn St-Hazleton               0- 10   40.183   46.795 (1213)
1473 Maine-Machias                  7-  8   39.980   40.963 (1498)
1474 Augustana AB                   4- 10   39.962   42.696 (1469)
1475 Vaughn                         4-  8   39.957   41.471 (1494)
1476 Ohio St-Mansfield              0- 13   39.956   47.690 (1058)
1477 Maine-Presque Isle             2- 10   39.914   43.938 (1431)
1478 Oak Hills Christian            2-  0   39.914   34.686 (1539)
1479 Penn St-Abington               2- 12   39.889   44.375 (1415)
1480 Phila Biblical                 0- 10   39.835   46.610 (1240)
1481 La Cit                         3-  9   39.830   42.875 (1463)
1482 Bard                           1- 13   39.748   45.199 (1365)
1483 St Thomas NB                   8-  7   39.683   39.360 (1518)
1484 Kuyper                         1- 14   39.650   45.830 (1326)
1485 Ahuntsic                       4-  5   39.569   40.125 (1510)
1486 Cambrian                       2-  9   39.467   42.924 (1461)
1487 Washington Bible               3-  2   39.439   38.533 (1523)
1488 John Abbott                    4-  6   39.437   40.469 (1505)
1489 RMC                            0- 13   39.233   47.089 (1168)
1490 Canadian Mennonite             2- 11   39.149   43.539 (1443)
1491 Davis College                  1-  6   39.145   43.856 (1435)
1492 Polytechnic                    0- 13   39.061   45.579 (1344)
1493 Piedmont Baptist               3-  5   39.016   40.279 (1506)
1494 Ctr Chr Col Bible MO           2-  5   38.909   41.509 (1493)
1495 Nashua CC                      4-  5   38.671   38.653 (1522)
1496 Columbia Bible                 1- 11   38.636   43.838 (1437)
1497 Sault                          1-  8   38.607   43.346 (1447)
1498 SUNY-Canton                    1-  8   38.478   43.237 (1452)
1499 Grande Prairie                 2- 10   38.453   42.242 (1482)
1500 Central Maine CC               2-  8   38.438   42.100 (1484)
1501 U of King's Coll               6-  4   38.279   37.615 (1533)
1502 Penn St-Worth Scranton         1-  3   38.240   41.008 (1497)
1503 Keuka                          1- 11   38.170   42.756 (1466)
1504 St Louis Christian             0- 11   38.163   45.906 (1321)
1505 Eastern Maine CC               3-  7   38.099   40.124 (1511)
1506 St Louis Pharmacy              1- 11   38.035   43.827 (1438)
1507 Champion Baptist               0-  7   37.984   46.479 (1254)
1508 Free Will Baptist              1-  4   37.867   41.657 (1490)
1509 Penn St-Gtr Allegheny          0- 11   37.849   45.469 (1349)
1510 Trinity Baptist                3-  5   37.728   39.879 (1513)
1511 Boyce                          1-  5   37.574   41.967 (1487)
1512 Union NE                       0-  3   37.544   44.208 (1419)
1513 Col. Éd.-Montpetit             2-  7   37.538   40.591 (1504)
